measurement_id,jumlah_mobil,jumlah_bus,jumlah_truck,jumlah_kendaraan,jumlah_bobot_kendaraan
1922,37,4,8,49,51.4
1923,36,3,6,45,46.8
1924,41,3,4,48,49.4
1925,39,2,7,48,49.8
1926,38,3,5,46,47.6
1927,40,2,5,47,48.4
1928,42,4,6,52,54.0
1929,36,4,7,47,49.2
1930,33,3,7,43,45.0
1931,44,4,3,51,52.4
1932,37,2,4,43,44.2
1933,34,2,6,42,43.6
1934,46,4,5,55,56.8
1935,38,3,5,46,47.6
1936,39,3,8,50,52.2
1937,37,3,6,46,47.8
1938,31,4,8,43,45.4
1939,33,2,6,41,42.6
1940,38,3,6,47,48.8
1941,41,2,3,46,47.0
1942,36,2,6,44,45.6
1943,34,5,6,45,47.2
1944,35,4,6,45,47.0
1945,31,3,6,40,41.8
1946,40,5,5,50,52.0
1947,43,3,4,50,51.4
1948,38,2,6,46,47.6
1949,37,3,7,47,49.0
1950,40,1,5,46,47.2
1951,40,1,4,45,46.0
1952,33,4,5,42,43.8
1953,31,3,6,40,41.8
1954,42,2,4,48,49.2
1955,37,3,7,47,49.0
1956,33,2,7,42,43.8
1957,37,2,6,45,46.6
1958,36,5,4,45,46.8
1959,31,1,7,39,40.6
1960,38,1,6,45,46.4
1961,38,3,4,45,46.4
1962,34,1,3,38,38.8
1963,37,3,3,43,44.2
1964,34,3,8,45,47.2
1965,31,5,5,41,43.0
1966,41,5,4,50,51.8
1967,34,3,5,42,43.6
1968,36,3,5,44,45.6
1969,30,5,5,40,42.0
1970,33,4,5,42,43.8
1971,32,3,6,41,42.8
1972,40,4,7,51,53.2
1973,30,3,6,39,40.8
1974,37,2,5,44,45.4
1975,36,3,6,45,46.8
1976,36,3,3,42,43.2
1977,41,3,6,50,51.8
1978,33,4,5,42,43.8
1979,34,3,4,41,42.4
1980,39,3,2,44,45.0
1981,33,4,6,43,45.0
1982,30,1,3,34,34.8
1983,32,4,6,42,44.0
1984,38,3,8,49,51.2
1985,33,3,6,42,43.8
1986,33,3,6,42,43.8
1987,39,3,3,45,46.2
1988,34,2,4,40,41.2
1989,34,4,5,43,44.8
1990,30,2,4,36,37.2
1991,32,2,6,40,41.6
1992,39,2,6,47,48.6
1993,34,3,3,40,41.2
1994,29,2,7,38,39.8
1995,30,2,5,37,38.4
1996,34,2,6,42,43.6
1997,31,3,5,39,40.6
1998,39,2,4,45,46.2
1999,30,3,6,39,40.8
2000,25,4,4,33,34.6
2001,36,2,5,43,44.4
2002,33,2,6,41,42.6
2003,27,3,6,36,37.8
2004,33,2,2,37,37.8
2005,41,2,5,48,49.4
2006,25,3,5,33,34.6
2007,33,4,4,41,42.6
2008,33,4,7,44,46.2
2009,32,2,5,39,40.4
2010,33,4,2,39,40.2
